#q2lo q2hi ylo yhi qTlo qThi PDF0  uncertainty
10 60 -5 -4 0 0.5 -474058.5185237968 18.27714920102153
10 60 -5 -4 0.5 1 69202.06651790428 0.321797470736783
10 60 -5 -4 1 1.5 77439.32225119275 2.847095390519826
10 60 -5 -4 1.5 2 62444.68034226189 1.996728406586044
10 60 -5 -4 2 2.5 49889.34875303077 1.471217145794071
10 60 -5 -4 2.5 3 40506.53437504981 1.454630967149569
10 60 -5 -4 3 3.5 33469.81484518821 0.9033450794959208
10 60 -5 -4 3.5 4 28082.57772346388 0.720941078827309
10 60 -5 -4 4 4.5 23866.67855735473 0.7636805593538156
10 60 -5 -4 4.5 5 20500.77472051964 0.4762509392858192
10 60 -5 -4 5 5.5 17766.2833557987 0.3939566484841635
10 60 -5 -4 5.5 6 15511.27897980595 0.327081263438231
10 60 -5 -4 6 6.5 13627.74824985962 0.2713237128355104
10 60 -5 -4 6.5 7 12037.21637456782 0.2245310424805211
10 60 -5 -4 7 7.5 10681.486224121 0.186443496890206
10 60 -5 -4 7.5 8 9516.582065225875 0.1551859805967979
10 60 -5 -4 8 8.5 8508.690928117656 0.1311410294074449
10 60 -5 -4 8.5 9 7631.398718906341 0.1117265543871326
10 60 -5 -4 9 9.5 6863.770917378149 0.09537264829759806
10 60 -5 -4 9.5 10 6189.004801727021 0.08197198110337922
10 60 -5 -4 10 10.5 5593.445192471465 0.07017129418818513
10 60 -5 -4 10.5 11 5065.879828856831 0.05999856728431041
10 60 -5 -4 11 11.5 4597.023841378268 0.05203817188521498
10 60 -5 -4 11.5 12 4179.112708596055 0.1776319890959712
10 60 -5 -4 12 12.5 3805.607010629148 0.1318212186565688
10 60 -5 -4 12.5 13 3470.96456051006 0.0949867806734801
10 60 -5 -4 13 13.5 3170.462523126141 0.0658483482243355
10 60 -5 -4 13.5 14 2900.048585383992 0.04284642188349608
10 60 -5 -4 14 14.5 2656.229002119204 0.02467675022535332
10 60 -5 -4 14.5 15 2435.982237206545 0.02151190295489869
10 60 -5 -4 15 16 4292.743063002602 0.04320361520422011
10 60 -5 -4 16 17 3635.10726954602 0.1481518533814778
10 60 -5 -4 17 18 3090.924155697693 0.02407033972258432
10 60 -5 -4 18 19 2638.205387425603 0.01949581219878382
10 60 -5 -4 19 20 2259.717648271338 0.01625696113842423
10 60 -5 -4 20 21 1941.851438189881 0.01366487449922715
10 60 -5 -4 21 22 1673.783489745073 0.01283773818772715
10 60 -5 -4 22 23 1446.823059684663 0.01320436891182908
10 60 -5 -4 23 24 1253.967842938453 0.01140553873801764
10 60 -5 -4 24 25 1089.539130463314 0.01208205790339889
10 60 -5 -4 25 26 948.8964864991739 0.01381696659586851
10 60 -5 -4 26 27 828.2366999184931 0.01284165714218943
10 60 -5 -4 27 28 724.4318844265221 0.01185296694734461
10 60 -5 -4 28 29 634.8900088976734 0.01159550171803403
10 60 -5 -4 29 30 557.4551382403231 0.01097261095151225
10 60 -5 -4 30 31 490.3324392814639 0.01038779680902735
10 60 -5 -4 31 32 432.018579276582 0.01016649845433903
10 60 -5 -4 32 33 381.248802788571 0.009958226989908781
10 60 -5 -4 33 34 336.9578957251031 0.009250861910743424
10 60 -5 -4 34 35 298.2446563185143 0.008270924810801716
10 60 -5 -4 35 36 264.3450057236204 0.007774987409391088
10 60 -5 -4 36 37 234.6085848192838 0.00723943945689598
10 60 -5 -4 37 38 208.4805802594531 0.006759559426711803
10 60 -5 -4 38 39 185.4869105577133 0.006162093840288208
10 60 -5 -4 39 40 165.2211018950314 0.005541508362853165
10 60 -5 -4 40 42 278.8552882864012 0.009395707682813281
10 60 -5 -4 42 44 222.6561753488683 0.007025912827742786
10 60 -5 -4 44 46 178.4738990850886 0.004355578640002022
10 60 -5 -4 46 48 143.5744605752794 0.002116601787776062
10 60 -5 -4 48 50 115.8856212161354 0.00061545145209152
10 60 -5 -4 50 52 93.8278928148182 0.001295586671233195
10 60 -5 -4 52 54 76.18902144152871 0.002917820723581599
10 60 -5 -4 54 56 62.03348601993289 0.000325420294885248
10 60 -5 -4 56 58 50.63544526851943 0.0002661035205946405
10 60 -5 -4 58 60 41.42888794082674 0.0002183486863671646
10 60 -5 -4 60 65 73.92704861102179 0.0003877873788979969
10 60 -5 -4 65 70 45.5321914545546 0.0002396321865418827
10 60 -5 -4 70 80 46.08977649392899 0.0008713714790928861
10 60 -5 -4 80 90 18.31560139862838 0.0004739744790818179
10 60 -5 -4 90 100 7.394745579827847 0.0002121543979241025
10 60 -4 -3.5 0 0.5 -315577.0613560965 4.762744169216603
10 60 -4 -3.5 0.5 1 28445.90317452864 0.5575803403044119
10 60 -4 -3.5 1 1.5 41199.64534697791 1.413438208255684
10 60 -4 -3.5 1.5 2 34762.2571627533 1.116577149339719
10 60 -4 -3.5 2 2.5 28386.34702981624 0.91140570243806
10 60 -4 -3.5 2.5 3 23372.78308614186 0.7359290229069302
10 60 -4 -3.5 3 3.5 19513.79115705775 0.5870964698406169
