#q2lo q2hi ylo yhi qTlo qThi PDF0  uncertainty
10 60 -5 -4 0 0.5 -473754.6325224344 18.83469619351672
10 60 -5 -4 0.5 1 68968.75304814172 0.3156452615512535
10 60 -5 -4 1 1.5 77277.81033537629 2.846383510754094
10 60 -5 -4 1.5 2 62331.62398437512 1.995586872842978
10 60 -5 -4 2 2.5 49806.40945234895 1.469924401841126
10 60 -5 -4 2.5 3 40443.4181385527 1.494245614630927
10 60 -5 -4 3 3.5 33420.44909031489 0.9017662103724433
10 60 -5 -4 3.5 4 28043.15828391967 0.719396244516247
10 60 -5 -4 4 4.5 23834.69514922008 0.7338206172607897
10 60 -5 -4 4.5 5 20474.50002288811 0.4749978775398631
10 60 -5 -4 5 5.5 17744.48530085402 0.3928242906695232
10 60 -5 -4 5.5 6 15493.05233636002 0.3260658141643944
10 60 -5 -4 6 6.5 13612.41155337771 0.2704096409943304
10 60 -5 -4 6.5 7 12024.24511723395 0.2236990816163598
10 60 -5 -4 7 7.5 10670.46986741254 0.1856816138060822
10 60 -5 -4 7.5 8 9507.193766699118 0.1544896050618263
10 60 -5 -4 8 8.5 8500.667708048106 0.1304910701710469
10 60 -5 -4 8.5 9 7624.526020345669 0.1111218941441621
10 60 -5 -4 9 9.5 6857.87258865984 0.09480343642371736
10 60 -5 -4 9.5 10 6183.934779019468 0.0814396042660519
10 60 -5 -4 10 10.5 5589.081544711462 0.06967111521316838
10 60 -5 -4 10.5 11 5062.120427397079 0.05952814891497837
10 60 -5 -4 11 11.5 4593.782488870808 0.05159491767244617
10 60 -5 -4 11.5 12 4176.316395418838 0.1778795070558772
10 60 -5 -4 12 12.5 3803.193803842314 0.1320855617432244
10 60 -5 -4 12.5 13 3468.881629749636 0.09525625143123762
10 60 -5 -4 13 13.5 3168.664681647939 0.06611083146754027
10 60 -5 -4 13.5 14 2898.497159939208 0.04310122988772491
10 60 -5 -4 14 14.5 2654.890789249389 0.02491966054276418
10 60 -5 -4 14.5 15 2434.828665920063 0.02122932367456087
10 60 -5 -4 15 16 4290.894695295456 0.04154733963423496
10 60 -5 -4 16 17 3633.742975586822 0.1467347940160835
10 60 -5 -4 17 18 3089.924671797642 0.02368460409570616
10 60 -5 -4 18 19 2637.481003476908 0.01916103741905317
10 60 -5 -4 19 20 2259.200694043088 0.01596764410624019
10 60 -5 -4 20 21 1941.49070363958 0.01341344365368968
10 60 -5 -4 21 22 1673.540077995791 0.01290628184415255
10 60 -5 -4 22 23 1446.6674447053 0.01327083943988328
10 60 -5 -4 23 24 1253.8775661631 0.01148796550683073
10 60 -5 -4 24 25 1089.497050944614 0.01215342915611473
10 60 -5 -4 25 26 948.8895875735344 0.01386601475678617
10 60 -5 -4 26 27 828.2550946155225 0.01289007321804547
10 60 -5 -4 27 28 724.4680426846237 0.0118997896441897
10 60 -5 -4 28 29 634.9382325784796 0.01162834415140424
10 60 -5 -4 29 30 557.5111502284576 0.01099396376048389
10 60 -5 -4 30 31 490.3930260942358 0.01040088057021649
10 60 -5 -4 31 32 432.0813433132189 0.01016623968854447
10 60 -5 -4 32 33 381.3119874717408 0.009945736364102231
10 60 -5 -4 33 34 337.0202309041316 0.009230640812404545
10 60 -5 -4 34 35 298.30523692924 0.008245099734494943
10 60 -5 -4 35 36 264.4032077389962 0.007741366458333232
10 60 -5 -4 36 37 234.6640014041552 0.007198824623941391
10 60 -5 -4 37 38 208.5329662585134 0.006713584787149784
10 60 -5 -4 38 39 185.5361400707197 0.006112890692236306
10 60 -5 -4 39 40 165.267139193142 0.005489013913091867
10 60 -5 -4 40 42 278.9379601943949 0.009283066098134896
10 60 -5 -4 42 44 222.7269892646492 0.006912168674034547
10 60 -5 -4 44 46 178.5339708693613 0.004251602443332558
10 60 -5 -4 46 48 143.6250410268486 0.002024342540750013
10 60 -5 -4 48 50 115.9279639179766 0.0006032392554828903
10 60 -5 -4 50 52 93.86317805754108 0.001350398804547126
10 60 -5 -4 52 54 76.21831920734677 0.002948151065368165
10 60 -5 -4 54 56 62.05774360355821 0.0003191062323821825
10 60 -5 -4 56 58 50.65548702631202 0.0002609951647087883
10 60 -5 -4 58 60 41.44542076387722 0.0002141998445424065
10 60 -5 -4 60 65 73.95673055627748 0.000380450347776673
10 60 -5 -4 65 70 45.5504345382057 0.0002351467174648292
10 60 -5 -4 70 80 46.10782084448545 0.0008713488179878937
10 60 -5 -4 80 90 18.32219932118554 0.0004740452806188955
10 60 -5 -4 90 100 7.396898470175748 0.0002122313848733626
10 60 -4 -3.5 0 0.5 -315542.8523034263 4.751043826341629
10 60 -4 -3.5 0.5 1 28278.934307131 0.5430396998890501
10 60 -4 -3.5 1 1.5 41094.12843429684 1.408516805255204
10 60 -4 -3.5 1.5 2 34690.76515269357 1.11258741391066
10 60 -4 -3.5 2 2.5 28334.91348400298 0.9082972834257816
10 60 -4 -3.5 2.5 3 23334.19605795372 0.733439277515572
10 60 -4 -3.5 3 3.5 19483.95685286802 0.5851030049270776
